,Cutoff Frequency,Prominance,R_Square,Normal_rate,Normal,Falsepos,Missing
308,0.7,9,0.9977807783897159,0.5333333333333333,40,33,2
309,0.7,10,0.9977807783897159,0.5555555555555556,40,30,2
310,0.7,11,0.9977807783897159,0.5714285714285714,40,28,2
311,0.7,12,0.9977807783897159,0.6060606060606061,40,24,2
312,0.7,13,0.9977807783897159,0.6349206349206349,40,21,2
313,0.7,14,0.9977807783897159,0.6666666666666666,40,18,2
314,0.7,15,0.9977807783897159,0.6896551724137931,40,16,2
315,0.7,16,0.9977807783897159,0.7142857142857143,40,14,2
316,0.7,17,0.9977807783897159,0.7272727272727273,40,13,2
317,0.7,18,0.9977807783897159,0.7272727272727273,40,13,2
318,0.7,19,0.9977807783897159,0.7272727272727273,40,13,2
319,0.7,20,0.9977807783897159,0.7272727272727273,40,13,2
320,0.7,21,0.9977807783897159,0.7272727272727273,40,13,2
321,0.7,22,0.9977807783897159,0.7272727272727273,40,13,2
322,0.7,23,0.9977807783897159,0.7407407407407407,40,12,2
323,0.7,24,0.9977807783897159,0.7547169811320755,40,11,2
324,0.7,25,0.9977807783897159,0.7843137254901961,40,9,2
325,0.7,26,0.9977807783897159,0.8,40,8,2
326,0.7,27,0.9977807783897159,0.8,40,8,2
327,0.7,28,0.9977807783897159,0.8,40,8,2
328,0.7,29,0.9977807783897159,0.8,40,8,2
329,0.7,30,0.9977807783897159,0.8,40,8,2
330,0.7,31,0.9977807783897159,0.8,40,8,2
331,0.7,32,0.9976515618298918,0.78,39,8,3
332,0.7,33,0.9976515618298918,0.78,39,8,3
333,0.7,34,0.9976515618298918,0.7959183673469388,39,7,3
334,0.7,35,0.9976515618298918,0.7959183673469388,39,7,3
335,0.7,36,0.9976480093308029,0.7916666666666666,38,6,4
336,0.7,37,0.9976480093308029,0.7916666666666666,38,6,4
337,0.7,38,0.9976480093308029,0.7916666666666666,38,6,4
338,0.7,39,0.9976480093308029,0.8085106382978723,38,5,4
339,0.7,40,0.9976480093308029,0.8085106382978723,38,5,4
340,0.7,41,0.9976480093308029,0.8085106382978723,38,5,4
341,0.7,42,0.9976480093308029,0.8085106382978723,38,5,4
342,0.7,43,0.9976480093308029,0.8085106382978723,38,5,4
343,0.7,44,0.9976480093308029,0.8085106382978723,38,5,4
344,0.7,45,0.9975878676929677,0.7872340425531915,37,5,5
345,0.7,46,0.9974645422100223,0.7659574468085106,36,5,6
346,0.7,47,0.9974645422100223,0.7659574468085106,36,5,6
347,0.7,48,0.9974332640958058,0.7446808510638298,35,5,7
348,0.7,49,0.9974332640958058,0.7446808510638298,35,5,7
349,0.7,50,0.9973541893370507,0.723404255319149,34,5,8
350,0.8,1,0.9978044427394874,0.25806451612903225,40,113,2
351,0.8,2,0.9978044427394874,0.291970802919708,40,95,2
352,0.8,3,0.9978044427394874,0.3389830508474576,40,76,2
353,0.8,4,0.9978044427394874,0.3669724770642202,40,67,2
354,0.8,5,0.9978044427394874,0.40816326530612246,40,56,2
355,0.8,6,0.9978044427394874,0.43956043956043955,40,49,2
356,0.8,7,0.9978044427394874,0.45454545454545453,40,46,2
